caseid,person_id,arrest_date,dispos_date,treat
37983,8929,2012-05-13,2012-11-13,0
37985,16352,2013-03-03,2013-07-20,1
37995,8907,2012-01-17,2012-11-13,1
37998,4509,2013-08-31,2013-10-24,1
37999,504,2012-05-03,2012-07-14,1
38006,7539,2012-12-28,2013-06-13,1
38010,17296,2012-09-13,2012-09-17,0
38012,19779,2013-08-07,2013-12-31,0
38015,18817,2012-12-10,2013-02-08,1
38017,13082,2012-10-15,2013-02-18,0
38018,9775,2013-07-03,2013-08-03,1
38021,17111,2013-01-23,2013-07-14,0
38024,1608,2012-12-29,2013-04-06,1
38026,13446,2012-08-28,2012-10-24,0
38033,4878,2012-06-22,2012-10-19,1
38034,16433,2012-04-15,2012-11-27,0
38035,9637,2012-02-15,2012-05-16,0
38038,15598,2013-07-10,2015-05-26,1
38049,13361,2013-05-10,2013-09-05,1
38052,4090,2013-04-06,2016-07-09,1
38056,17041,2012-11-16,2013-01-26,1
38059,19846,2013-01-18,2013-04-28,1
38066,11226,2013-06-11,2013-06-24,1
38069,6153,2013-06-14,2013-08-14,1
38070,4766,2013-07-03,2014-02-21,0
38073,14901,2012-04-23,2013-12-18,0
38081,1187,2012-01-19,2012-04-29,1
38087,11313,2012-03-05,2012-03-12,1
38092,8608,2012-06-23,2013-04-27,0
38094,12019,2013-09-12,2014-06-20,0
38097,14840,2012-06-06,2013-05-08,1
38100,16149,2013-08-13,2013-08-26,0
38106,1012,2012-08-16,2013-03-14,0
38108,3241,2012-10-06,2013-07-30,0
38110,17610,2012-01-25,2012-10-28,0
38112,10376,2013-01-24,2013-05-31,1
38115,9230,2012-02-04,2012-07-30,1
38116,4435,2013-04-06,2014-11-23,1
38117,13960,2012-10-17,2013-08-02,0
38119,4962,2012-02-20,2013-07-18,0
38143,12988,2012-07-18,2012-12-07,1
38144,14455,2013-01-13,2013-04-13,1
38145,5978,2012-06-01,2013-04-17,1
38153,4841,2012-10-17,2013-04-14,0
38155,4718,2012-04-23,2012-12-23,1
38160,2420,2013-09-11,2013-09-14,0
38168,10240,2012-09-01,2012-11-12,1
38175,828,2012-07-12,2013-01-05,0
38179,8237,2012-10-01,2015-01-20,1
38181,16123,2012-12-12,2013-11-04,0
38183,5910,2013-03-29,2013-09-29,1
38186,6893,2012-10-17,2013-07-06,0
38194,4463,2012-10-19,2013-07-02,0
38197,6227,2013-05-12,2013-11-05,1
38199,4306,2013-05-12,2013-11-19,1
38204,18663,2012-04-24,2013-01-09,1
38205,18529,2013-02-26,2013-06-01,1
38207,17931,2013-07-14,2013-08-21,1
38210,12956,2012-01-12,2012-08-05,1
38213,1819,2012-07-15,2012-12-24,1
38223,691,2012-09-15,2012-12-24,1
38233,1384,2012-01-02,2013-08-15,0
38238,15905,2012-01-07,2012-03-08,0
38244,5192,2012-09-20,2014-07-04,0
38245,7653,2012-10-24,2012-11-01,0
38248,6631,2013-04-07,2013-09-14,0
38249,2198,2013-07-20,2013-08-27,1
38261,3754,2013-05-05,2014-02-04,0
38262,14132,2012-09-30,2012-11-05,0
38276,5923,2012-11-27,2012-12-19,0
38286,17353,2013-06-15,2013-07-17,0
38287,16318,2012-10-05,2013-05-07,0
38291,9684,2012-07-04,2012-11-19,1
38304,13400,2013-03-18,2013-12-13,1
38305,8549,2013-01-10,2013-06-29,0
38316,6509,2012-12-12,2013-01-08,1
38324,6704,2012-11-03,2013-02-15,1
38327,2286,2012-03-16,2012-03-18,1
38330,6718,2013-07-01,2014-02-08,0
38335,15467,2013-10-20,2013-11-22,1
38342,16420,2012-05-24,2014-02-28,1
38343,3946,2013-05-24,2013-10-06,1
38350,3635,2012-11-30,2013-07-21,1
38351,14687,2012-03-09,2012-12-17,1
38353,14591,2012-12-25,2013-07-14,0
38354,3319,2012-01-11,2012-02-04,1
38359,12681,2013-03-13,2014-02-26,1
38360,17984,2013-09-03,2013-11-02,0
38364,15541,2013-09-10,2013-12-30,0
38373,19847,2012-11-27,2013-01-22,1
38375,12852,2013-06-09,2013-07-04,0
38377,3339,2012-04-26,2013-01-12,1
38392,19701,2012-10-27,2013-06-30,1
38394,1749,2013-02-09,2013-04-18,0
38395,7941,2013-05-21,2014-05-21,1
38406,10439,2012-05-10,2012-10-23,1
38411,18502,2012-06-20,2012-07-05,0
38412,821,2012-08-25,2012-11-14,0
38419,18724,2012-04-08,2012-04-21,1
38423,10941,2013-09-20,2015-07-28,1
38428,14843,2012-04-09,2012-04-12,0
38429,260,2012-01-02,2012-03-21,0
38437,14549,2012-07-17,2012-11-24,0
38438,7926,2013-05-26,2013-07-23,1
38439,16055,2013-07-25,2013-08-10,1
38440,16780,2013-03-14,2013-05-13,0
38450,16052,2012-01-14,2012-09-19,1
38461,18744,2012-08-13,2012-11-19,1
38464,19493,2013-02-04,2013-08-01,1
38466,9163,2013-09-15,2013-10-10,1
38467,8355,2013-08-17,2013-09-02,1
38470,3276,2012-02-09,2012-06-21,1
38473,177,2013-10-13,2016-01-11,0
38477,3111,2013-05-09,2014-01-16,1
38483,9273,2013-06-30,2014-04-18,1
38488,3059,2012-02-03,2012-12-27,0
38491,8680,2012-12-18,2013-04-23,0
38493,16020,2013-07-24,2015-02-11,1
38501,19698,2012-08-25,2012-11-17,0
38510,4266,2012-06-16,2012-12-30,1
38516,2607,2013-07-24,2013-11-21,0
38522,7488,2012-08-21,2012-09-06,1
38523,15094,2012-10-27,2012-11-18,0
38524,12469,2013-06-29,2013-09-02,1
38527,17475,2013-01-20,2013-04-07,0
38537,18547,2013-04-19,2013-06-29,0
38539,10060,2013-03-19,2013-09-12,0
38541,7739,2012-08-11,2012-08-13,1
38547,866,2012-02-24,2012-03-28,0
38551,17769,2013-03-21,2013-06-07,1
38555,19454,2012-03-09,2012-06-04,1
38561,7319,2012-12-14,2013-01-03,0
38562,18053,2012-06-19,2012-08-09,0
38565,16936,2013-08-24,2013-08-31,1
38567,14592,2013-10-26,2013-11-22,0
38568,4123,2013-06-25,2013-10-17,1
38572,13613,2012-11-03,2012-11-19,1
38583,8620,2012-03-12,2012-12-11,0
38588,18390,2012-02-04,2013-02-13,0
38600,12239,2012-08-26,2013-02-06,0
38601,7206,2012-01-14,2012-08-31,1
38606,697,2013-09-18,2013-10-31,1
38607,15738,2013-02-27,2013-09-20,0
38609,6382,2013-01-25,2014-08-27,0
38610,2782,2012-09-10,2012-09-27,0
38611,13630,2013-04-23,2014-05-24,1
38614,19657,2012-04-20,2012-07-03,1
38621,1446,2012-10-31,2013-06-08,0
38623,18668,2012-08-05,2012-09-05,1
38625,16744,2012-06-17,2012-07-23,1
38634,11060,2013-06-24,2013-12-19,0
38635,2083,2012-09-17,2013-02-26,1
38639,1813,2012-09-13,2012-10-31,1
38640,3267,2012-10-29,2013-09-02,1
38642,1932,2012-06-12,2013-03-25,0
38645,15172,2013-06-05,2014-07-26,1
38649,15800,2012-03-07,2012-04-08,1
38650,12391,2013-07-09,2013-09-27,0
38651,12324,2013-10-19,2014-09-05,1
38653,4301,2013-09-24,2016-08-11,1
38663,4123,2012-10-21,2012-11-24,1
38664,17864,2012-03-31,2012-04-24,1
38668,12732,2012-09-02,2012-10-18,0
38675,3806,2012-07-08,2013-04-01,0
38679,10344,2012-07-25,2012-09-18,1
38691,12947,2013-07-26,2013-09-29,0
38694,18036,2012-12-14,2013-03-01,0
38698,16469,2012-03-03,2012-10-01,0
38706,5702,2012-02-19,2012-07-03,0
38712,19947,2012-09-25,2013-02-21,0
38715,1639,2012-01-28,2012-05-13,0
38716,4023,2013-05-24,2013-10-04,1
38723,10683,2012-11-10,2013-09-06,0
38725,5156,2013-07-26,2013-08-20,1
38726,4559,2012-05-16,2013-04-10,1
38745,5061,2013-10-06,2013-10-19,0
38748,12888,2012-10-05,2012-12-25,0
38752,15259,2012-05-19,2012-07-01,1
38759,6379,2013-02-08,2013-05-27,0
38764,19166,2013-10-02,2015-04-09,1
38766,13819,2013-07-20,2014-07-02,0
38781,10019,2013-09-23,2014-01-07,1
38782,2522,2013-02-21,2013-10-23,1
38788,4690,2013-01-02,2014-05-08,0
38793,8013,2013-03-01,2013-06-03,0
38794,2928,2013-09-23,2013-12-27,0
38799,8237,2012-04-16,2013-02-19,0
38800,3177,2013-05-31,2015-06-17,1
38801,1035,2013-10-19,2014-12-27,1
38802,1130,2013-04-01,2013-06-29,0
38807,11215,2013-02-02,2013-02-18,1
38809,8406,2013-05-27,2014-03-01,0
38810,14497,2012-03-11,2012-12-04,0
38822,19917,2013-08-30,2013-12-28,1
38826,13972,2013-04-11,2013-07-22,0
38827,4078,2013-07-15,2013-12-12,0
38832,7683,2012-09-17,2012-12-02,0
38834,14804,2012-04-05,2012-09-26,1
38835,1358,2012-11-07,2012-11-21,0
38840,6763,2013-09-14,2013-09-29,1
38841,11064,2012-03-14,2013-04-15,0
38843,16547,2013-02-21,2013-02-23,0
38848,7811,2013-03-28,2013-07-14,0
38850,17340,2013-05-19,2013-07-19,1
38851,19915,2013-06-15,2013-06-20,0
38854,9440,2012-11-10,2014-07-23,0
38859,1508,2013-02-07,2013-08-24,0
38863,15324,2012-10-25,2013-11-12,0
38866,264,2013-03-17,2013-12-03,0
38868,7902,2012-01-28,2012-10-21,0
38874,16000,2013-08-18,2013-09-23,1
38875,15222,2012-04-13,2013-03-04,0
38879,16421,2013-08-23,2013-11-19,0
38884,9540,2012-02-07,2012-09-01,0
38895,19679,2013-03-28,2013-07-19,1
38899,4766,2013-10-16,2013-11-21,1
38900,1952,2013-07-10,2013-08-01,0
38903,2056,2012-12-09,2013-01-31,1
38906,1682,2012-11-05,2014-02-24,0
38907,491,2013-01-21,2014-10-23,0
38909,12745,2012-06-21,2013-02-08,0
38913,3291,2013-01-11,2014-09-02,1
38914,8562,2013-09-17,2014-11-18,0
38919,19330,2012-04-08,2012-05-30,1
38922,3238,2013-10-03,2013-11-18,1
38923,17378,2012-09-09,2013-01-15,0
38924,11632,2013-06-09,2014-02-17,1
38925,18913,2012-11-11,2013-01-11,1
38926,19162,2012-04-05,2012-09-13,0
38927,10168,2012-01-19,2012-06-01,1
38928,9704,2012-07-25,2012-08-12,1
38948,4413,2012-07-10,2015-08-09,0
38960,2850,2012-04-06,2013-01-06,1
38964,4006,2013-06-03,2013-06-16,0
38965,19401,2012-02-27,2012-10-24,0
38974,5592,2012-12-01,2013-02-26,1
38977,18070,2013-04-25,2013-06-28,1
38978,11321,2012-05-05,2012-10-28,0
38979,2496,2012-09-30,2012-11-14,0
38980,19192,2013-01-27,2014-02-20,0
38983,11648,2013-07-20,2014-01-03,0
38984,18091,2012-05-06,2012-08-01,1
38985,1230,2013-02-11,2013-05-17,1
38993,1921,2013-08-13,2013-08-27,1
38998,7197,2012-02-17,2012-04-10,0
39000,15301,2012-11-27,2013-01-09,1
39003,2806,2012-06-18,2012-07-04,0
39004,2100,2012-07-01,2012-11-05,1
39007,19242,2013-08-19,2013-09-12,0
39015,18332,2012-07-13,2012-11-17,0
39018,8394,2012-06-13,2012-07-11,1
39019,17934,2012-03-02,2012-08-15,1
39020,19543,2013-04-26,2013-12-15,1
39027,3927,2013-07-22,2013-10-17,0
39036,1707,2013-03-23,2014-03-02,1
39037,6738,2012-05-24,2012-07-01,0
39040,5460,2013-06-27,2013-10-12,1
39041,3551,2012-04-27,2012-07-30,1
39042,3703,2013-04-05,2013-10-07,1
39055,16735,2013-06-14,2013-09-06,1
39056,13866,2012-10-24,2014-01-19,1
39057,1230,2012-11-26,2013-02-27,1
39059,4836,2012-11-11,2015-04-16,1
39061,12661,2012-04-22,2012-06-04,1
39064,6412,2013-05-14,2013-09-12,0
39070,18574,2012-08-16,2013-11-14,0
39075,10746,2012-12-21,2014-04-11,0
39076,2205,2013-07-09,2014-07-08,1
39081,221,2013-05-19,2013-10-20,1
39098,18778,2013-03-07,2013-07-08,0
39101,16425,2013-09-18,2013-10-19,1
39113,1119,2012-06-29,2012-10-06,1
39116,16484,2012-10-04,2013-05-08,1
39127,12813,2012-11-15,2013-01-07,0
39128,11615,2013-05-03,2013-07-08,0
39139,15455,2012-11-29,2014-01-25,1
39142,4842,2013-09-20,2013-11-27,1
39146,5470,2012-01-11,2012-02-25,0
39168,18283,2013-02-15,2014-04-02,0
39173,17775,2013-06-25,2013-09-25,1
39175,8253,2013-01-11,2013-03-16,1
39176,2635,2013-08-19,2014-11-22,1
39182,16368,2012-12-11,2013-11-18,0
39189,14102,2012-07-10,2012-10-03,0
39190,12069,2012-06-30,2013-01-28,0
39192,8679,2013-05-09,2013-07-15,0
39201,13259,2013-10-23,2014-02-09,1
39205,8415,2012-10-22,2013-10-05,1
39217,16022,2012-02-29,2012-07-20,0
39221,12693,2012-07-16,2012-11-01,0
39225,2413,2013-01-30,2013-05-06,0
39230,3907,2013-05-15,2013-06-20,1
39231,14091,2013-06-03,2013-12-27,1
39232,12512,2013-05-04,2013-07-13,1
39235,2855,2012-01-10,2012-06-17,1
39238,19388,2013-05-24,2014-01-23,0
39241,7719,2013-09-22,2014-03-08,1
39247,8388,2012-09-05,2012-09-29,0
39250,2711,2013-09-30,2013-11-30,0
39251,15412,2012-07-19,2012-08-14,1
39252,16286,2013-06-21,2014-04-28,1
39254,13278,2012-06-02,2013-06-27,1
39256,9363,2012-01-30,2013-05-07,1
39259,84,2012-08-03,2013-08-28,0
39260,6867,2012-12-04,2014-09-28,0
39261,12481,2013-05-12,2015-02-20,0
39265,18453,2012-08-11,2012-08-27,1
39273,11828,2012-08-09,2012-10-27,0
39278,7785,2012-04-05,2012-05-19,1
39283,9196,2012-02-04,2012-02-22,0
39284,9186,2013-05-26,2014-06-29,1
39286,3534,2012-09-18,2013-03-19,0
39288,2066,2012-06-26,2012-09-29,0
39294,8774,2012-10-12,2013-01-22,0
39295,18192,2013-01-06,2013-02-05,1
39296,19035,2012-11-14,2016-02-27,0
39297,10245,2013-06-06,2013-10-04,1
39300,13258,2013-09-18,2014-01-25,0
39301,3227,2013-01-17,2013-09-02,0
39303,5609,2013-07-20,2014-06-16,1
39304,6578,2012-10-12,2014-03-01,1
39308,10003,2013-04-20,2013-04-21,1
39309,6339,2012-05-15,2012-06-12,1
39313,6448,2013-03-09,2013-04-29,1
39314,13148,2013-08-27,2014-04-03,1
39316,7359,2013-09-29,2014-01-25,0
39317,18329,2013-09-07,2013-11-09,1
39318,12626,2013-03-25,2013-11-01,1
39323,15309,2012-05-07,2012-06-17,0
39325,6641,2012-03-07,2012-12-26,0
39331,15175,2013-01-27,2014-02-02,0
39338,9810,2013-07-19,2013-07-30,1
39346,6729,2013-10-19,2014-09-03,0
39348,504,2012-07-15,2012-10-19,1
39354,745,2013-10-07,2013-11-08,1
39356,5613,2012-12-16,2013-01-05,0
39358,11634,2013-09-16,2013-11-05,1
39367,1734,2012-09-14,2012-09-21,1
39368,18344,2012-06-15,2012-10-14,0
39377,5361,2012-12-12,2013-04-27,1
39382,17619,2012-03-28,2012-04-28,1
39385,14758,2012-09-21,2013-03-22,0
39390,286,2012-03-14,2012-04-03,0
39391,18831,2013-01-29,2013-02-22,1
39398,13801,2013-04-04,2013-05-20,0
39406,6937,2012-07-18,2012-09-11,0
39411,17855,2012-07-10,2012-11-11,0
39414,14514,2012-08-01,2012-08-26,1
39420,14956,2013-07-16,2014-04-29,1
39422,17928,2013-09-20,2013-09-30,1
39423,18319,2012-09-17,2013-09-20,0
39424,1618,2013-03-07,2013-04-15,0
39425,15790,2012-06-20,2013-02-13,0
39426,12497,2012-06-13,2012-07-04,1
39431,963,2012-06-01,2012-08-05,0
39434,3219,2012-03-12,2012-05-19,1
39435,12342,2013-08-06,2013-12-03,0
39443,7484,2012-05-01,2012-08-25,0
39444,8907,2012-05-09,2012-09-18,1
39447,13,2013-07-31,2013-08-16,1
39456,1127,2012-10-28,2013-01-01,1
39457,439,2013-07-01,2013-08-19,1
39459,15114,2013-08-03,2013-08-05,1
39468,16196,2013-04-10,2013-06-20,1
39474,10426,2013-09-22,2014-10-17,0
39475,16846,2012-01-11,2012-11-13,0
39480,13388,2012-05-26,2012-10-07,0
39482,7593,2013-01-13,2013-06-08,1
39483,928,2013-05-05,2014-05-21,1
39485,17414,2012-06-18,2012-08-12,0
39491,3984,2012-04-20,2012-08-06,1
39497,13630,2012-12-01,2013-01-08,0
39498,18442,2013-04-03,2013-08-01,0
39503,13396,2012-03-06,2012-04-16,0
39507,6161,2012-02-29,2012-04-16,0
39517,8953,2013-01-23,2013-03-10,1
39525,2148,2013-03-07,2013-09-26,1
39527,5904,2012-12-15,2013-01-01,1
39531,2417,2012-06-10,2013-03-27,1
39534,6975,2012-04-25,2013-06-03,1
39536,18315,2012-10-20,2012-12-05,0
39537,6087,2013-08-12,2013-08-29,1
39538,19388,2012-07-17,2013-01-08,1
39540,11544,2013-02-12,2013-03-25,1
39541,4014,2012-01-09,2013-03-23,0
39542,2361,2013-04-20,2013-06-04,1
39544,14916,2012-05-09,2012-06-04,0
39545,3334,2012-10-03,2013-01-13,0
39548,19,2013-09-20,2014-08-29,0
39550,1673,2013-06-03,2013-12-25,1
39551,2240,2013-03-08,2013-05-20,1
39557,18714,2012-08-05,2013-12-23,1
39558,16510,2013-05-01,2015-04-12,1
39561,16431,2012-04-27,2012-04-29,1
39568,15701,2012-05-23,2013-06-26,0
39571,9771,2012-04-22,2012-10-07,1
39572,17159,2012-11-01,2013-04-26,1
39574,17525,2013-10-22,2014-04-13,1
39576,19424,2012-07-26,2012-09-09,0
39580,6766,2012-11-21,2013-06-26,0
39581,8686,2012-08-11,2013-02-07,0
39582,9350,2012-01-26,2012-01-27,1
39583,11220,2012-09-30,2013-01-15,0
39591,2400,2013-04-21,2013-06-09,1
39592,7947,2012-11-27,2013-02-23,0
39595,921,2012-04-05,2012-05-05,1
39597,13628,2012-08-31,2012-10-01,0
39602,16494,2012-03-26,2012-09-07,0
39603,107,2012-12-06,2013-02-04,0
39608,15650,2012-01-13,2012-03-25,0
39610,8510,2012-10-06,2012-11-25,0
39611,13526,2013-03-07,2013-03-21,0
39618,6917,2013-06-18,2013-12-13,1
39622,10638,2013-08-25,2013-12-07,0
39623,5785,2013-04-22,2013-10-27,0
39624,15382,2012-06-17,2012-06-21,0
39625,18348,2012-09-18,2013-09-11,0
39638,18446,2013-10-04,2014-04-18,0
39642,16137,2012-11-13,2013-01-24,1
39645,15639,2013-02-02,2014-12-01,1
39656,8807,2013-01-08,2013-08-24,0
39657,3544,2012-03-20,2013-01-08,0
39659,5527,2013-04-28,2013-07-22,1
39660,13024,2013-07-20,2013-11-24,1
39662,13045,2012-09-25,2012-10-13,1
39664,6622,2013-07-02,2013-08-16,1
39668,18341,2012-01-16,2014-07-03,0
39675,14952,2012-12-28,2013-04-09,1
39676,16332,2012-10-23,2012-12-13,1
39677,4160,2012-08-18,2013-10-15,1
39678,13738,2012-10-02,2013-07-28,1
39682,19043,2012-04-17,2012-09-10,0
39683,15409,2013-03-09,2013-03-16,0
39685,4379,2013-07-01,2013-09-22,0
39686,15894,2012-01-23,2014-09-25,0
39692,14492,2012-01-02,2012-09-24,0
39706,13381,2013-06-10,2014-01-27,0
39707,1955,2013-10-04,2015-01-09,1
39717,8539,2013-10-25,2013-11-20,0
39718,978,2013-05-10,2014-07-08,0
39722,9210,2012-11-19,2013-10-09,1
39723,1782,2013-01-03,2013-06-09,1
39729,11793,2012-12-01,2014-01-20,0
39730,11137,2013-01-04,2013-06-28,0
39742,9088,2012-11-14,2013-03-25,0
39757,1246,2013-06-08,2014-01-16,1
39765,2067,2013-08-05,2014-05-11,1
39775,5107,2013-03-01,2013-09-19,1
39780,18946,2012-01-07,2012-07-03,1
39783,15964,2012-08-07,2012-09-03,1
39784,15704,2012-12-19,2013-12-19,0
39795,8751,2013-07-18,2014-11-06,1
39806,18609,2013-03-12,2013-04-08,1
39807,19076,2012-11-19,2013-02-21,0
39817,18171,2012-01-24,2012-06-25,0
39818,830,2012-02-26,2012-06-17,1
39825,12783,2013-03-14,2014-01-12,0
39826,19773,2013-09-01,2013-09-16,0
39836,250,2013-05-19,2013-07-17,1
39838,8528,2013-07-08,2014-07-01,1
39839,10589,2013-08-11,2013-11-26,0
39840,2544,2012-07-01,2012-09-24,1
39845,4142,2012-01-22,2012-11-16,1
39852,14385,2012-01-09,2012-04-03,0
39864,6292,2012-07-02,2012-10-14,0
39877,10549,2012-04-20,2012-07-10,1
39881,11871,2012-11-25,2013-06-07,0
39890,18684,2012-01-19,2012-01-20,1
39891,19522,2013-04-22,2013-06-23,0
39892,18675,2013-04-25,2013-08-09,1
39900,6035,2012-05-17,2012-10-06,1
39901,12130,2013-01-08,2013-04-07,0
39905,9411,2013-09-22,2014-01-22,0
39906,1229,2012-02-03,2012-03-03,1
39908,14352,2012-02-15,2012-09-05,0
39909,10899,2012-08-28,2012-09-20,0
39910,17056,2012-01-29,2012-10-09,1
39911,4884,2013-02-25,2013-09-14,1
39920,7980,2013-08-22,2013-11-19,1
39923,1411,2013-09-21,2014-04-01,0
39933,18513,2013-08-11,2013-10-29,1
39937,175,2012-01-23,2012-04-04,1
39944,455,2013-08-10,2013-09-26,0
39947,13956,2012-07-12,2013-08-04,1
39950,14991,2013-06-15,2014-08-16,1
39952,13654,2013-09-14,2014-01-26,1
39956,5095,2012-08-18,2012-08-30,1
39957,2365,2012-03-01,2012-07-01,0
39959,14616,2012-10-11,2013-09-18,1
39960,14808,2012-02-28,2012-07-08,0
39969,4731,2012-07-31,2012-11-29,1
39970,1,2012-07-11,2012-10-20,1
39972,6787,2012-10-26,2013-04-29,1
39985,496,2013-02-17,2013-04-09,1
39989,1375,2013-04-05,2013-04-14,0
39990,8396,2012-08-24,2013-03-30,1
39993,7249,2012-08-26,2012-10-01,1
39999,13058,2013-05-14,2013-06-11,1
40001,2374,2012-09-27,2013-02-07,0
40003,15780,2013-10-14,2013-12-01,1
40004,13622,2012-07-18,2013-07-21,1
40005,4929,2013-09-27,2014-07-22,1
40007,19819,2013-06-10,2013-10-25,0
40009,9627,2012-12-08,2013-01-25,1
40011,1172,2013-02-24,2013-05-13,0
40013,11329,2013-04-05,2013-05-23,0
40016,15539,2013-06-22,2016-08-06,0
40017,9797,2012-10-08,2014-10-18,1
40021,19147,2012-02-19,2012-04-26,0
40024,16732,2013-06-06,2015-08-12,0
40030,3538,2012-12-13,2013-03-31,1
40034,9581,2012-02-28,2012-04-16,0
40042,4827,2013-10-07,2014-03-15,0
40055,172,2013-01-04,2013-12-02,1
40061,16941,2012-05-07,2014-06-21,1
40062,8817,2013-07-13,2013-11-04,0
40069,11122,2012-10-03,2012-10-04,1
40074,11841,2013-04-13,2013-08-17,0
40076,16406,2012-12-17,2013-04-01,0
40081,13051,2013-02-05,2013-04-22,0
40085,15974,2012-09-19,2015-12-23,1
40095,8303,2013-03-07,2013-04-02,1
40102,7018,2013-07-14,2013-08-13,1
40103,15398,2013-04-03,2014-11-02,1
40108,8701,2012-06-10,2012-11-01,1
40112,11298,2013-05-19,2013-06-27,0
40114,7007,2012-03-09,2012-04-08,0
40116,461,2012-12-23,2013-06-22,0
40119,3292,2013-07-26,2014-10-22,1
40120,1161,2013-07-12,2013-10-13,0
40124,19907,2013-01-29,2013-03-29,0
40127,11783,2012-11-22,2013-03-28,1
40131,17794,2012-01-16,2013-02-14,1
40134,4363,2012-12-23,2013-10-17,1
40136,12028,2012-08-18,2012-08-24,1
40138,1851,2013-04-29,2013-07-17,0
40156,10309,2012-01-12,2012-12-17,1
40161,547,2013-08-28,2013-10-28,0
40164,4343,2012-11-13,2014-07-13,1
40168,17371,2012-06-27,2012-11-09,1
40174,2338,2013-10-19,2014-02-04,0
40176,5768,2012-01-20,2012-03-29,1
40178,854,2013-05-27,2013-05-28,0
40181,9906,2012-05-15,2012-06-06,1
40185,10921,2012-10-12,2012-10-13,1
40186,13625,2013-08-13,2013-08-22,0
40196,17419,2013-05-11,2014-09-07,1
40197,1249,2012-05-25,2012-10-20,1
40204,3032,2013-08-14,2013-11-25,1
40205,6711,2013-08-14,2014-02-27,0
40208,5760,2012-02-25,2012-06-07,1
40210,14383,2013-09-09,2015-03-21,0
40216,5,2012-03-31,2013-03-25,0
40219,15845,2012-02-21,2012-03-17,1
40222,18230,2012-10-20,2012-12-14,1
40226,11899,2012-02-28,2012-11-20,1
40232,3775,2013-01-24,2013-07-05,1
40234,15943,2012-07-20,2012-11-23,1
40243,9895,2013-06-22,2013-07-20,1
40245,16129,2013-07-11,2013-07-30,0
40249,214,2012-05-19,2014-06-27,1
40250,10999,2013-02-05,2013-04-17,1
40255,16032,2012-05-12,2012-07-06,0
40256,18400,2013-08-17,2013-10-27,1
40257,1172,2013-10-06,2014-06-23,1
40259,9145,2012-07-28,2013-04-13,0
40261,9345,2013-06-21,2014-07-03,1
40263,12887,2013-09-17,2013-09-29,0
40265,6160,2013-08-21,2014-01-12,0
40269,9778,2013-08-25,2013-09-21,1
40276,9409,2012-12-08,2013-02-02,1
40279,15930,2013-10-26,2013-11-08,1
40293,11230,2013-04-27,2014-07-05,0
40294,12604,2012-08-28,2013-03-06,1
40304,11031,2013-08-23,2014-07-05,1
40306,19810,2012-04-11,2012-07-07,0
40313,9719,2013-09-07,2015-02-13,0
40320,762,2013-08-08,2013-09-05,0
40322,16214,2013-04-24,2013-08-28,1
40330,676,2012-05-24,2013-02-07,1
40331,6164,2012-08-07,2013-01-12,1
40332,3283,2013-07-26,2013-11-01,0
40343,158,2012-11-24,2013-08-18,0
40344,9904,2013-05-31,2013-08-01,0
40351,17330,2012-06-21,2012-10-24,0
40354,10729,2013-01-13,2013-02-07,1
40357,19917,2013-05-23,2013-08-14,1
40362,3887,2013-03-15,2013-10-07,0
40365,12038,2012-10-17,2012-12-03,1
40369,4272,2013-02-12,2013-03-09,1
40372,5131,2013-01-17,2013-02-17,1
40376,8692,2013-10-21,2014-04-15,1
40377,13,2012-11-04,2013-03-05,1
40380,19051,2013-08-03,2013-08-04,0
40382,11389,2013-04-27,2014-08-06,0
40385,11774,2012-02-13,2012-04-08,1
40387,9989,2012-01-03,2012-04-19,0
40389,6618,2012-07-09,2013-02-19,1
40390,6511,2013-09-25,2014-12-12,0
40395,12209,2012-09-05,2013-04-02,1
40398,5516,2013-04-08,2013-05-09,0
40400,7234,2012-09-16,2013-02-15,0
40403,6159,2012-05-27,2012-08-29,0
40406,3470,2012-02-18,2012-11-27,0
40412,6671,2013-02-17,2013-09-18,0
40436,18295,2013-09-06,2015-08-03,0
40448,6378,2013-04-19,2013-05-19,1
40454,11590,2012-03-27,2013-03-14,1
40459,14706,2012-09-29,2012-10-19,0
40464,1485,2012-12-19,2013-12-23,1
40465,8134,2012-06-16,2012-07-02,1
40467,1047,2012-05-18,2012-11-06,1
40469,18055,2012-10-19,2013-05-20,0
40475,15293,2012-01-25,2012-11-28,1
40476,4138,2012-02-07,2013-08-19,0
40484,10008,2012-07-31,2012-10-16,0
40487,5278,2013-04-10,2013-08-23,0
40494,4728,2013-05-16,2014-05-05,1
40502,7271,2013-08-14,2014-03-02,1
40509,15558,2013-05-17,2013-11-21,1
40512,13095,2013-10-24,2014-09-12,0
40520,9981,2013-01-01,2013-04-02,0
40533,16571,2012-09-07,2014-04-23,1
40535,2825,2012-04-16,2013-06-04,0
40536,18133,2012-10-21,2013-06-12,1
40538,17157,2012-09-24,2012-10-18,0
40539,7588,2012-04-04,2013-04-22,1
40548,7142,2013-07-18,2014-01-16,0
40549,3503,2013-02-19,2013-09-16,1
40550,2123,2013-08-09,2014-07-05,0
40551,2297,2012-01-19,2012-01-26,1
40552,9413,2012-04-19,2013-10-23,0
40560,15324,2012-12-27,2013-04-11,1
40563,15129,2012-12-08,2013-09-01,1
40564,7718,2013-04-17,2013-06-11,1
40567,7781,2013-08-02,2014-03-21,1
40568,4140,2013-03-04,2013-03-14,0
